X,Y,NUMBER,NAME,CH-NAME,STREET (SI,ST-Number,SCOPE OF B,Phone,Cable addr,Registered,Capital,Proprietor,CH-Proprie,Telegraphi,Other Note,Page in Di,
103.851935,1.28507931,7803,MALAYAN DIAMOND CUTTERS,馬來亞鑽石公司,Battery Road,13D,Importers & Exporters of Diamonds,6072/83772,“WIRGOOD”,1940,NA,Hendrik Gutwirth,,,,592,
103.8519976,1.285106916,3192,G. H. CAFE LIMITED,,Battery Road,14,Restaurant and Tea Room,6570 & 7357,"""SWEET""",1932,"$50,000",N. R. Mistri (Managing),,,"Makers of G. H. Sweets, Chocolates and Wedding Cakes. Caterers and Confectioners",232,
103.8520392,1.285125275,5573,M. A. KHAN BROS.,巧兄弟,Battery Road,15,"Retail and Wholesale, Textile Merchants, Etc",82633,NA,1945,NA,Mohamed Afzal Khan s/o Alam Khan,,,,420,
103.8520392,1.285125275,11408,S. SOLOMON & CO.,蘇羅門公司,Battery Road,15,"Importers, Exporters and Commission Agents",83571,NA,1940,NA,Silas Solomon,,,,892,
103.8521157,1.285159018,7912,MARICAN & SONS,馬利堪父子公司,Battery Road,16,Booksellers and General Goods Merchants,82084,NA,1939,NA,Moona Mohamed Abdul,,,,602,
103.8522079,1.285199698,2774,THE EMPORIUM,應保廉,Battery Road,17-19,"Refrigeration Products, Electrical Appliances. Importers and Exporters",NA,NA,1948,NA,Lee Chong Miow,李創錨,,,201,
103.8522079,1.285199698,11583,"THE SOUTH BRITISH INSURANCE CO., LTD.",英國南方保險有限公司,Battery Road (Top Floor),17-19,All Classes of Insurance (Except Life),82201—2,“BRITISH”,1907,"£2,000,000",Manager: W. G. Dove,,,,905,
103.8523158,1.285247289,559,ASSOCIATED LOCAL INDUSTRIES LIMITED,聯合工業公司,Battery Road,18,"Importers and Exporters, Merchants Agents",7327,"""ALINDUS""",1946,"$250,000",Peter Chong,,,,46,
103.8523158,1.285247289,1108,THE BRITISH & AMERICAN NEWS CO.,英美書報行,Battery Road,18,Booksellers and Stationers,NA,NA,1920,NA,Mooma Mohamed Abdul,,,,83,
103.8523158,1.285247289,7575,"S. J. LOW BROS. & CO.,",劉氏兄弟公司,Battery Road,18,"Importers, Exporters & Merchants",7327,“PRUNELLE”,1946,NA,Low S. Joo,劉世裕,,,572,
103.8523158,1.285247289,9963,"DUNCAN ROBERTS, LIMITED",南親勞勿斯有限公司,Battery Road,18,Exports and Imports Merchants,7014,NA,1919,"$50,000",Directors: John Duncan Roberts,,,,766,
103.8523158,1.285247289,2666,EASTERN ELECTRA CO.,東方電器公司,Battery Road,18-C,Radios Electrical Goods,2319,NA,1936,NA,"Beetsma, Fokko Hendrik Louis",,,,193,
103.8523158,1.285247289,6898,LEE HUAT,利發號,Battery Road,18C,Importers and Exporters,NA,NA,1946,NA,Goh Tian Sang,吳天星,,,521,
103.8523158,1.285247289,8729,NAM KHENG TRADING CO.,南慶貿易公司,Battery Road,18-C,Importers and Exporters,NA,NA,1944,NA,Ng Eng Khim,黃應欽,,,668,
103.8523158,1.285247289,9817,RADIO ELECTRIC CO.,無線電器公司,Battery Road,18-C,Electrical Goods Dealers,NA,NA,1947,NA,"Austral Asian Trading Co., Ltd",,,,754,
103.8523158,1.285247289,13206,TRANS-PACIFIC FILM EXCHANGE,大太平洋影業公司,Battery Road,18-C,Independent Film Distributors,NA,NA,1948,NA,James Neville Coombs,,,,1036,
103.8523158,1.285247289,8487,"R. E. MORRIS & CO., LTD.",摩里有限公司,Battery Road,18D,Engineers and Contractors,3190,NA,1946,"$100,000",Directors: Richard Edwin Morris,,,,645,
103.8523158,1.285247289,8067,METROPOLITAN ADVERTISING SERVICE.,京城廣告行,Battery Road,18F,Advertising and Publicity Agents,NA,NA,1931,NA,Chan Peng Yin,陳炳賢,,,613,
103.8523158,1.285247289,9561,S. L. PERUMAL,伯南密,Battery Road,18-F,S.H.B. Wharf Contractors Labour and Transport Suppliers,NA,NA,1948,NA,Soudrarajulu Lakshmana Perumal S/O Soundararajulu,,,,734,
103.8523158,1.285247289,10595,SHERWOOD & CO.,沙塢公司,Battery Road,18-F,General Merchants and Contractors,6131,“SURECO”,1946,NA,"General Manager: G. D. Sherwood F.C.I., F.B.S., Comm",,,,827,
103.8523158,1.285247289,11606,SOUTH SEA COMPANY,南海公司,Battery Road,18-F,General Merchants and Contractors,NA,NA,1948,NA,Sherwood & Co.,,,,908,
103.8523158,1.285247289,6780,LANCEL,南詩號,Battery Road,18—G,General Merchandise; Gowns & Accessories,NA,NA,1948,NA,Antoinette Johanna Windt,,,,512,
103.8523158,1.285247289,13366,"THE UNITED INDIA FIRE & GENERAL INSURANCE CO., LTD.",印度友聯保險有限公司,Battery Road,18G,Insurance,7656,"""UNIFIRE""",1938,"Rs. 9,99,997-8-0",Branch Manager: N. Mani,,,Inc. in India,1052,
103.8523158,1.285247289,2605,DOUCET,荳飾,Battery Road,18-L,Dresses,7997,NA,1937,NA,Lurline Thomson,,,,188,
103.8523158,1.285247289,13521,WADHWANEY BROS: (FAR EAST),哇拉哇里兄弟（东方）,Battery Road,18L,Import and Export Merchants,NA,NA,1946,NA,Udharam S/O Paramanand Wadhwaney,,,,1070,
103.8523158,1.285247289,12561,TECO STATIONERY SUPPLIER,德哥文具,Battery Road,18N,Stationers,NA,NA,1947,NA,Teo Teck Soon,張德順,,,986,
103.8523158,1.285247289,7458,LITTLE LADY,小小麗利,Battery Road,18-S,Children’s Wear and Toys Dealers,NA,NA,1946,NA,Phylis Beatrice Andrew,,,,563,
103.8523158,1.285247289,8138,"T. V. MITCHELL & CO., LTD.",密采有限公司,Battery Road,18-S,Manufacturers’ Representatives,7086,“SAMPLES.”,1948,"$500,000",Directors: Terence Vivian Mitchell,,,"Branch Offices: London, Penang, Kuala Lumpur, Bangkok, Bombay, Batavia and Sourabaya",618,
103.8524432,1.285304015,2687,EASTERN SERVICES (MALAYA),東方商行,Battery Road,20,"Import, Export, Wholesale and Retail Merchants",80493,"LANKA, Singapore",1948,NA,Samarakone Bandara Weerasinghe,,,,195,
103.8524432,1.285304015,6786,THE LANKA JEWELLERS,連呷五金行,Battery Road,20,"Diamonds & Precious Stones, Silver & E.P.N.S. Ware, Watches, etc., Dealers",80493,“LANKA”,1946,NA,Managing Partner: Manil Gardi Hewa,,,,513,
103.8524867,1.285296772,2611,JOHN DUKE,約翰六,Battery Road,21,Manufacturing Opticians,4600,NA,1946,NA,John Duke,,,,189,
103.8524867,1.285296772,3171,FRESH MEAT & FISH SUPPLY CO.,生肉生魚公司,Battery Road,21,"Dubashes, Shipchandlers & General Contractors",NA,NA,1948,NA,Rahimmullah bin Manir Khan,,,,229,
103.8524867,1.285296772,4484,HONEYLAND MILK BAR,,Battery Road,21,Cold Drinks,2711,NA,1945,NA,Goh Tok Sing,吳淑清,,,330,
103.8524867,1.285296772,5084,JACARTA TRADING,查卡打貿易公司,Battery Road,21,"Importers and Exporters, General Merchants and Commission Agents",NA,NA,1947,NA,Sjamsoedin bin Yoesoef,,,,378,
103.8524867,1.285296772,12364,TAN TOO SING TRADING CO.,陳圖新貿易公司,Battery Road,21,Sundries Retailers,NA,NA,1945,NA,Tan Too Sing,陳圖新,,,970,
103.8524867,1.285296772,14031,YANG BROTHERS WATCH CO.,楊兄弟鐘鏢公司,Battery Road,21,Watch Dealers,NA,NA,1945,NA,Yang Soon,楊純,,,1110,
103.8524867,1.285296772,249,N.S. AHMED,亞麥號,Battery Road,21A,Cigarettes and Sweets Retailers,NA,NA,1945,NA,N. S. Ahamad S/O Shaik Mohamed,,,,25,
103.8526038,1.285278665,14149,YEOW WAH HENG,耀華興公司,Battery Road,26,Wine and Sundries Retailers,NA,NA,1946,NA,Teo Kiok Yeow,趙克耀,,,1119,
103.8526666,1.285269008,9826,RAFFLES NOMINEES LTD.,萊佛士指定有限公司,Battery Road,30,Agents and Trustees,NA,NA,1937,NA,Directors: Frank Patrick Lawrence Fickling,,,,755,
103.8524867,1.285296772,1353,CHARTERED BANK OF INDIA AUSTRALIA & CHINA,印度澳洲中國渣打銀行,Battery Road,,Banking,5901,NA,1915,"£3, 000, 000",Montague Eric Columbine,,,,101,
103.8521233,1.285292672,13775,"WHITEAWAY LAIDLAV & CO., LTD.",惠羅百貨有限公司,Battery Road,,"Merchants, Agents and Storekeepers",5436,NA,1916,"£600,000",Local rep: John Henry Mason Summers,,,Inc. in England,1089,
103.8521233,1.285292672,858,"BANKERS & TRADERS' INSURANCE CO, LTD.",金融貿易保險公司,"Battery Road, McAlister & Co., Ltd",,General Insurance,5906,NA,1941,£1000000,"McAlister & Co., Ltd",,,"Inc. in Sydney, Australia",67,
103.8521233,1.285292672,9792,"QUEENSLAND INSURANCE CO., LTD.",皇家保險有限公司,"Battery Road, McAlister Building",,Insurance,5906,NA,1886,"£1,000,000",Resident Officer: Robert Moreton Jenner,,,Inc. in Sydney. N.S.W.,752,
103.8520417,1.285844965,1043,BOAT QUAY CAFE & RESTAURANT,勿基餐舘,Boat Quay,3,Eating House,NA,NA,1942,NA,P. M. Abu Baker S/O Pitchay Gani,,,,79,
103.8520417,1.285844965,13658,WALDORF ASTORIA CAFE & RESTAURANT,歪羅亞杜里酒店,Boat Quay,3-A,Eating House,NA,NA,1942,NA,Mohamed Kassim S/O Ahnadsah,,,,1080,
103.8519854,1.285816586,10167,SCIENTIFIC HAIR DRESSING SALOON,沙英弟菲理髮店,Boat Quay,4,Barbers,NA,NA,NA,NA,Tauna Kathirvaloo,,,,793,
103.8512375,1.28549714,3740,HAN HONG,漢豐號,Boat Quay,6,Commission Agents,NA,NA,1946,NA,Quek Lim Hong,郭霖豐,,,277,
103.8512375,1.28549714,10440,SENG SOON & COMPANY,成順公司,Boat Quay,6,"Estate and Hardware Suppliers, Shipchandlers, Etc",6844,NA,1941,NA,Koh Hood Poh,成德公司,,,814,
103.8514737,1.285558677,13349,UNITED CLEARING FORWARDING AGENCY,友聯起落貨公司,Boat Quay,7,Cargo Clearing and Forwarding,NA,NA,1947,NA,Francis Kenneth Cockcroft,,,,1050,
103.8511121,1.28550857,4568,HONG SOON CHOE CHOO LTD.,,Boat Quay,No. 9,Real Estate,NA,NA,1913,"$35,000",Tan Soo Jin,,,,336,
103.8511121,1.28550857,5987,"KIM SENG LAND CO., LTD.",金成島有限公司,Boat Quay,No. 9,Real Estate,6140,NA,1911,"$60,080",Directors: Tan Soo Jin,,,,450,
103.8510564,1.285513647,5910,KIM HOCK GUAN ENG KEE,金福源永記,Boat Quay,10,"Rubber Dealers, Commission Agents, General Importers and Exporters",4469,NA,1945,NA,Tay Eng Sim,,,,445,
103.8510564,1.285513647,10320,SENG HOA (MALAYA) TRADING COMPANY,成華（馬來亞）貿易公司,Boat Quay,10,Importers and Exporters and General Commission Agents,4469,NA,1948,NA,Chee Seng & Co. (Malaya) Ltd.,志成（馬來亞）有限公司,,,805,
103.8509945,1.285519282,4043,HIAP THYE & COMPANY,協泰公司,Boat Quay,11,"General Merchants, Manufacturers’ Representative Importers and Exporters, Produce Merchants",6743,“HPTYE”,1946,NA,Soh Bong Wah,,,,299,
103.8509945,1.285519282,5806,KIAN THYE & CO.,建泰公司,Boat Quay,11,"General Merchants, Manufarturers' Representatives, Importers and Exporters, Produce Merchants",6743,"""9621.""",1946,NA,Soh Bong Wah,蘇夢華,,,437,
103.8509945,1.285519282,6797,LAU HAN PEOW,劉漢標,Boat Quay,11,Importer & Exporter & Commission Agents,NA,NA,1947,NA,Lau Han Peow,劉漢標,,,513,
103.8509945,1.285519282,8723,NAM KEE & CO.,南記公司,Boat Quay,11,"Importers, Exporters and Shipping Agents",NA,NA,1945,NA,Loh Kay,羅溪,,,667,
103.8509945,1.285519282,12662,THAI NAN & CO.,泰南公司,Boat Quay,11,Importers and Exporters,NA,NA,1941,NA,Lee Tong,李桐,,,994,
103.8508102,1.285536082,478,APPAN & CO.,,Boat Quay,15,Charterers and Merchants,NA,NA,1945,NA,Tiruchittambalam Vellayappan,,,,41,
103.8508102,1.285536082,4421,HOE HIN & CO.,和興公司,Boat Quay,15,Importers and Exporters,3094 and 6217,“HOHINPROCO”,1946,NA,Goh Woon Nam,吳恩南,,,325,
103.850776,1.285539199,993,BIAN GUAN TRADING CO.,聯源貿易公司,Boat Quay,16,"Importers and Exporters, General Merchants and Commission Agents",82140 & 2703,NA,1947,NA,Ho Tin Swee,何津水,,,76,
103.850776,1.285539199,2062,CHONG NAN HUNG,中商行,Boat Quay,16,"Importers, Exporters and Commission Agents",NA,NA,1945,NA,Chew Kheng Wah,周卿行,,,147,
103.850776,1.285539199,13155,TONG SENG HIN & CO.,同成興公司,Boat Quay,16,Sags Flour Merchants,NA,NA,1918,NA,Tan Khai Kee,陳開基,,,1033,
103.8502473,1.285611744,5865,KIM BIAN SENG,金錦成,Boat Quay,22,"Importers, Exporters and Commission Agents",80758,NA,1947,NA,Tan Bian Oon,陳綿允,,,441,
103.8501512,1.285617202,1416,CHEE SENG & CO.,志成公司,Boat Quay,23,"Importers, Exporters and General Merchants",4250,NA,1947,NA,Goh Yong Pung,吳永邦,,,104,
103.8500829,1.285624842,12745,THONG HENG & CO.,通興公司,Boat Quay,24,"Importers and Exporters, Rubber and Commission Agents",83368,NA,1948,NA,Heng Pang Kiat,王邦傑,,,1000,
103.8500027,1.285648854,5169,JOHORE TRADING CO.,柔佛貿易公司,Boat Quay,25,"Importer, Exporter, General Commission Agent",NA,NA,1947,NA,Teo Khye Swee,,,,384,
103.8500027,1.285648854,6721,LAM HIN RUBBER COMPANY LIMITED,南興樹膠有限公司,Boat Quay,25,Rubber Merchants,7418 & 83529,NA,1946,"$300,000",Directors: Lee Wee Teow,李為朝,,,508,
103.8498614,1.285907933,2936,ENG TECK COMPANY,榮德公司,Boat Quay,27,Importers and Exporters,83415,NA,1947,NA,Tan Kim Tian,陳金田,,,210,
103.849819,1.285964889,3827,CHOP HEAP ENG HOCK,協榮福,Boat Quay,29,"Importer, Exporter and Commission Agents",3468,NA,1948,NA,Ng Koon Yeok,黃坤約,,,284,
103.849819,1.285964889,3829,CHOP HEAP ENG SENG,協榮成,Boat Quay,29,"Importer, Exporter, Shipping and Commission Agents",3468,NA,1944,NA,Seet Kim Sye,薛金獅,,,284,
103.849819,1.285964889,6732,LAM KEE & CO.,南記公司,Boat Quay,29,Importers and Exporters,NA,NA,1945,NA,See Kim Sye,薛金獅,,,508,
103.849819,1.285964889,7166,LIAN HO LIGHTERS CO.,聯和運輸公司,Boat Quay,29,Lighterage,83526,NA,1946,NA,Chua Bio Leng,蔡懋領,,,540,
103.8497822,1.28601424,4000,HIAP LEE & CO.,協利公司,Boat Quay,30,"Importer, Exporter, Commission Agent and Rubber Dealer",2512,NA,1948,NA,Lim Choon Lay,林存禮,,,296,
103.8497822,1.28601424,14532,HIAP LEE & CO.,協利公司,Boat Quay,30,"Importers, Exporters, Commission Agents and Rubber Dealers",2512,NA,1924,NA,Lim Choon Lay,林存禮,,,1155,
103.8497592,1.286045245,838,BAN TEK AN & CO.,萬德安公司,Boat Quay,31,Importers and Exporters,3679,NA,1946,NA,Koh Siew Hoey,許受惠,,,65,
103.8497592,1.286045245,1752,CHIAP LEE SHIPPING CO.,捷利船務公司,Boat Quay,31,Shipping Agents,NA,NA,1947,NA,Kho Siow Bin,許受敏,,,128,
103.8497592,1.286045245,11393,SO LAM TRADING,蘇南貿易,Boat Quay,31,Imports and Exports Merchants,NA,NA,1948,NA,Aw Moo Min,歐莫明,,,890,
103.8497592,1.286045245,12458,TECK CHIANG HUNG,德昌行,Boat Quay,31,Importers and Exporters,NA,NA,1946,NA,Tan Kiok Hang,陳克漢,,,978,
103.8497592,1.286045245,13528,WAH ANN TRADING CO.,華安贸易公司,Boat Quay,31,"Importers and Exporters, Commission Agents",NA,NA,1946,NA,Kho Siew Bin,许受敏,,,1070,
103.8497219,1.286095331,5813,CHOP KIAN YONG,建榮號,Boat Quay,32,Rubber and General Merchants,4911,NA,1938,NA,Tan Joo Siang,陳愈湘,,,437,
103.849659,1.286179756,8824,NAM TYE & CO.,南大公司,Boat Quay,34,Importer & Exporter and General Commission Agents,2741,NA,1946,NA,Lee Chye Wu,李采五,,,675,
103.8496223,1.286229155,7348,LIM GUAN SENG & CO.,林源成公司,Boat Quay,35,Rubber Dealers,4240,NA,1941,NA,Lim Seng Chew,林成樹,,,555,
103.8495925,1.286269081,12077,TAI KWONG,大光號,Boat Quay,36-37,Eating House,NA,NA,1941,NA,Su Yee Kee,徐依氣,,,948,
103.849493,1.286458315,5800,KIAN SENG TRADING CO.,建成貿易公司,Boat Quay,39,"Importers, Exporters, Commission Agents and Shipping Agents",2374,"""2374""",1946,NA,Teo Yat Bin,張逸民,,,436,
103.849493,1.286458315,11005,SIN MIN & CO.,新民公司,Boat Quay,39,"Importers, Exporters and Commission Agents",NA,NA,NA,NA,Poh Ee Chai,傅維彩,,,858,
103.8494777,1.286490147,3702,HAK HENG SIANG & CO.,合興祥公司,Boat Quay,40,Exporters and Commission Agents,82558,NA,1946,NA,Chan Gian Boey,曾仰梅,,,274,
103.8494777,1.286490147,8508,CHOP MUI HENG,美興號,Boat Quay,40,Rice Retailers,NA,NA,1938,NA,Teo Peng Yong,張炳榮,,,647,
103.8494777,1.286490147,12558,TECK YEW SENG,德有成,Boat Quay (1st Floor),40,"Importers, Exporters and Commission Agents",NA,NA,1948,NA,Sim Mong Siew,沈茂綬,,,985,
103.8494362,1.286576259,4698,HUAT HENG CO.,發興公司,Boat Quay,42,"Importer, Exporter and Commission Agents",2507,NA,1947,NA,Ng Ker Siang,黃居善,,,346,
103.8494362,1.286576259,9104,NG NGEE CHEW CHOP TAI HENG,黃宜就商號大興,Boat Quay,42,"Importers, Exporters and Commission Agents",NA,NA,1947,NA,Ng Ngee Chew,黃宜就,,,698,
103.8494155,1.286619184,1316,CHAN TONG & COMPANY,壯中公司,Boat Quay,43,General Merchants,80871,“CHANRUBCO.”,1948,NA,Partners: C. T. Lee,,,,98,
103.8494155,1.286619184,10261,SEN LOONG & CO.,信隆公司,Boat Quay,43,Importers and Exporters and Commission Agents,NA,NA,1947,NA,Ang Say Pheow,翁細標,,,801,
103.8493943,1.286663224,2698,THE EASTERN TRADERS,東方貿易公司,Boat Quay,44,"Importers and Exporters, Hardware Dealers",6957,NA,1946,NA,Tan Quee Phuan,陳貴潘,,,196,
103.8493736,1.286706346,2194,CHOP CHUA GUAN HONG,蔡源豐號,Boat Quay,45,Rubber and General Merchants,2159,NA,1929,NA,Chua Ho San,蔡河珊,,,155,
103.8493053,1.286848115,7089,LEONG SENG & CO.,隆盛公司,Boat Quay,48,"Importers, Exporters and Commission Agents",80466,NA,1945,NA,Lim Peng Teng,林邦呈,,,534,
103.8492606,1.287000155,1558,CHER HAK & CO.,之合公司,Boat Quay,51,"Importers, Exporters, Commission Agents and Rubber Merchants",4301,NA,1946,NA,Yeo Teck Mong,楊德茂,,,113,
103.8492506,1.287053534,2757,CHOP EK LIONG HIN,益隆興,Boat Quay,52,Importers and Exporters,2506,NA,1932,NA,Thio Soen Tioe,張順疇,,,199,
103.8492506,1.287053534,2758,EK LIONG HIN LTD.,益隆興有限公司,Boat Quay,52,General Importers and Exporters,NA,NA,1948,"$2,000,000",Thio Soen Tioe,,,,200,
103.8492506,1.287053534,3224,CHOP GE SING KONGSI,義成公司,Boat Quay,52,Importers and Exporters,80470,NA,1944,NA,Oeij Teng Piaoe,黃定標,,,234,
103.849242,1.2870994,1879,CHIN NAM & CO.,振南公司,Boat Quay,53,"Importers, Exporters and Commission Agents",83309,NA,1943,NA,Quek Cher Chee,郭之志,,,136,
103.849242,1.2870994,1884,CHIN NAM HUA KEE,振南和記,Boat Quay,53,"Imports, Exports & Shipping Agency",83309,NA,1948,NA,Kwek Cher Chee,郭之志,,,136,
103.849242,1.2870994,7442,J. H. LIONG & CO.,梁公司,Boat Quay,53,General Merchants and Shipping Agents,NA,NA,1948,NA,Liong Jiaw Hiong,梁耀香,,,562,
103.849242,1.2870994,9542,CHOP PENG WHATT & CO.,炳發公司,Boat Quay,53,"Importers, Exporters and Commission Agents",7568,NA,1940,NA,Madam Kwek Kin Noi,郭錦蓮,,,732,
103.8492328,1.287148562,6754,LAM SENG HONG,南成豐號,Boat Quay,54,Importers and Exporters,4166,NA,1946,NA,Quek Yong Peng,郭永平,,,510,
103.8492328,1.287148562,10367,SENG HUAT GENERAL MERCHANT,成發商行,Boat Quay,54,"Fish Merchants, Importers and Exporters",NA,NA,1945,NA,Goh Ah Hai,吳亞海,,,809,
103.8492328,1.287148562,11499,SOON HUAT & CO.,順發公司,Boat Quay,54-A,Lighter and Labour Suppliers,3427,NA,1947,NA,Manager: K. N. Siong,,,,899,
103.8492235,1.287198119,274,AIK CHIANG SIEW KEE & CO.,億昌紹記公司,Boat Quay,55,Importers and Exporters,82650,NA,1947,NA,Heng Thong Swee,王通水,,,27,
103.8492235,1.287198119,5982,CHOP KIM SENG HIN OIL MILLS,金成興油較,Boat Quay,55,Cocoanut Oil Manufacturers,NA,NA,1947,NA,Hoe Seng Huat,何成發,,,450,
103.8492235,1.287198119,6160,KONG SENG CHAN,公成棧,Boat Quay,55,Rubber Commission Agents,6689,NA,1923,NA,Tay Heow Hong,鄭曉峯,,,462,
103.8492235,1.287198119,14144,YEOW KEE & CO.,耀記公司,Boat Quay,55,Rubber General Commission Agents,82072,NA,1945,NA,Tan Keng Yeow,,,,1118,
103.8492011,1.287317793,7598,LOW YONG CHIANG. LTD.,劉榮章,Boat Quay,No. 57,Fish Dealers,6739,NA,1941,"$150,000",Directors: Low Peng Ser,,,,573,
103.8491904,1.287374467,1830,CHIN HOCK CHIANG & CO.,振福昌公司,Boat Quay,58,Rubber Merchants and Commission Agents,3140,NA,1911,NA,Lim Boon Teck,林文德,,,133,
103.8491909,1.287547886,5747,KIAN HIN & CO.,建興公司,Boat Quay,62,Commission Agents & Bill Collectors,83001,NA,1948,NA,Gwee On Nua,魏烏欄,,,432,
103.8491909,1.287547886,11472,SOON HENG SHIPPING CO.,順興船務公司,Boat Quay,62,Shipping Business for Cargo and Passengers,NA,NA,1948,NA,Gwee On Nua,魏烏欄,,,897,
103.8491927,1.287617317,14122,YEO KWANG YAK,楊廣益,Boat Quay,64,Importers and Exporters and Commission Agents,NA,NA,1947,NA,Yeo Guan Sian,楊元善,,,1117,
103.8491955,1.28772349,1149,BUAN JOO HONG & CO.,萬裕豐公司,Boat Quay,66,Imports and Exports Merchants,6929,NA,1947,NA,Seow Theng Chye,蕭廷材,,,87,
103.8491955,1.28772349,3201,GAN CHONG BIN & CO. LTD.,顏宗敏有限公司,Boat Quay,66,General Merchants,NA,NA,1946,"£500,000",Gam Chong Bin,,,,232,
103.8491955,1.28772349,3390,GOODEAL & CO.,利川公司,Boat Quay,66,Merchants and Commission Agents,NA,NA,1947,NA,Nah Yong Liam,藍永廉,,,245,
103.8491955,1.28772349,5581,CHOP KHEE HONG,啓豐號,Boat Quay,66,Rubber & General Produce Merchants,6929,NA,1945,NA,Tan Khee Kiah,陳啓經,,,420,
103.8491955,1.28772349,13375,UNITED OVERSEA TRADING CO.,聯僑貿易公司,Boat Quay,66,Importers and Exporters,NA,NA,NA,NA,Nah Yong Liam,藍永虏,,,1053,
103.849197,1.287779947,12526,CHOP TECK SENG,薛德成,Boat Quay,67,"General Importers, Exporters and Commission Agents",2361,NA,1936,NA,Seet Hee Khoon,,,,983,
103.8491981,1.287820649,3493,GUAN HENG & CO.,元亨公司,Boat Quay,68,Commission Agents,6193,NA,1946,NA,Chia Kee Chiang,繼昌謝,,,252,
